==========================================
SLURM_JOB_ID = 2410593
SLURM_NODELIST = gnode106
SLURM_JOB_GPUS = 1
==========================================
/var/spool/slurmd/job2410593/slurm_script: line 10: activate: No such file or directory

video 1/1721 (1/834) /scratch/mukil/dipx/common/aria_common/0074726e-def7-4868-b93d-1ce03fa39ffa.mp4: 1088x1088 1 face, 26.9ms
video 10/1721 (1225/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1226/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1227/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1228/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1229/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1230/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1231/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1232/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1233/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1234/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1235/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1236/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1237/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1238/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1239/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.3ms
video 10/1721 (1240/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1241/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1242/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.7ms
video 10/1721 (1243/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1244/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1245/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1246/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.5ms
video 10/1721 (1247/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1248/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1249/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1250/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1251/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.4ms
video 10/1721 (1252/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.3ms
video 10/1721 (1253/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 3 faces, 24.6ms
video 10/1721 (1254/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 3 faces, 24.3ms
video 10/1721 (1255/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.5ms
video 10/1721 (1256/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.4ms
video 10/1721 (1257/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 license, 1 face, 24.3ms
video 10/1721 (1258/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 license, 1 face, 24.7ms
video 10/1721 (1259/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1260/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1261/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.4ms
video 10/1721 (1262/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.3ms
video 10/1721 (1263/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.5ms
video 10/1721 (1264/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.3ms
video 10/1721 (1265/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1266/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1267/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.5ms
video 10/1721 (1268/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1269/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1270/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.5ms
video 10/1721 (1271/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1272/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1273/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1274/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1275/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1276/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1277/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1278/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1279/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 license, 1 face, 24.6ms
video 10/1721 (1280/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 license, 1 face, 24.3ms
video 10/1721 (1281/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 license, 1 face, 24.6ms
video 10/1721 (1282/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 license, 2 faces, 24.4ms
video 10/1721 (1283/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.3ms
video 10/1721 (1284/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1285/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1286/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.5ms
video 10/1721 (1287/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1288/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1289/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.3ms
video 10/1721 (1290/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1291/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1292/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1293/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1294/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1295/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1296/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1297/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1298/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1299/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1300/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1301/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1302/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1303/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1304/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1305/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1306/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1307/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1308/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1309/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1310/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.6ms
video 10/1721 (1311/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.5ms
video 10/1721 (1312/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1313/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1314/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.7ms
video 10/1721 (1315/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.3ms
video 10/1721 (1316/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1317/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1318/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1319/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1320/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1321/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.5ms
video 10/1721 (1322/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1323/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1324/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.6ms
video 10/1721 (1325/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1326/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1327/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1328/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1329/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1330/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1331/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1332/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1333/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1334/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1335/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.3ms
video 10/1721 (1336/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1337/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1338/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1339/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1340/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1341/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1342/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1343/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1344/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1345/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1346/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1347/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1348/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1349/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1350/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1351/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1352/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1353/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.7ms
video 10/1721 (1354/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1355/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.6ms
video 10/1721 (1356/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.3ms
video 10/1721 (1357/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1358/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1359/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1360/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1361/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1362/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1363/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1364/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1365/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1366/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1367/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1368/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1369/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.7ms
video 10/1721 (1370/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1371/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1372/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1373/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.5ms
video 10/1721 (1374/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1375/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1376/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 (no detections), 24.4ms
video 10/1721 (1377/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1378/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1379/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.4ms
video 10/1721 (1380/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1381/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.7ms
video 10/1721 (1382/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1383/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.6ms
video 10/1721 (1384/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 1 face, 24.3ms
video 10/1721 (1385/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.5ms
video 10/1721 (1386/1486) /scratch/mukil/dipx/common/aria_common/0162a831-1aaf-4555-897e-61f0dd6188ee.mp4: 1088x1088 2 faces, 24.4ms
